"User_ID","UTC_Time","Account","Operation","Coin","Change","Remark"
"999677164","2025-03-05 14:32:02","Spot","Binance Convert","MEME","7.77625354",""
"999677164","2025-03-05 14:32:03","Spot","Binance Convert","USDT","-0.02394000",""
"999677164","2025-03-05 14:34:11","Funding","Transfer Between Main and Funding Wallet","SHIB","0.20000000",""
"999677164","2025-03-05 14:34:11","Spot","Transfer Between Main and Funding Wallet","SHIB","-0.20000000",""
"999677164","2025-03-05 16:45:26","Spot","Transfer Between Main and Funding Wallet","AVA","1.4E-7",""
"999677164","2025-03-05 16:45:26","Funding","Transfer Between Main and Funding Wallet","AVA","-1.4E-7",""
"999677164","2025-03-05 16:45:35","Spot","Transfer Between Main and Funding Wallet","SHIB","0.20000000",""
"999677164","2025-03-05 16:45:36","Funding","Transfer Between Main and Funding Wallet","SHIB","-0.20000000",""
"999677164","2025-03-05 16:46:31","Spot","Binance Convert","USDT","0.02298497",""
"999677164","2025-03-05 16:46:32","Spot","Binance Convert","MEME","-7.77625354",""
"999677164","2025-03-05 16:47:02","Spot","Binance Convert","KAITO","0.01308957",""
"999677164","2025-03-05 16:47:03","Spot","Binance Convert","USDT","-0.02299000",""
"999677164","2025-03-05 17:04:52","Spot","Binance Convert","USDT","0.02334546",""
"999677164","2025-03-05 17:04:53","Spot","Binance Convert","KAITO","-0.01308957",""
"999677164","2025-03-05 17:05:23","Spot","Binance Convert","BTC","2.6E-7",""
"999677164","2025-03-05 17:05:24","Spot","Binance Convert","USDT","-0.02334870",""
"999677164","2025-03-05 18:42:36","Spot","Simple Earn Flexible Subscription","USDT","-6E-8","Binance Earn"
"999677164","2025-03-05 18:42:38","Spot","Simple Earn Flexible Subscription","AVA","-1.4E-7","Binance Earn"
"999677164","2025-03-05 18:42:55","Spot","Simple Earn Flexible Subscription","BTC","-2.6E-7","Binance Earn"
"999677164","2025-03-05 18:42:59","Spot","Simple Earn Flexible Subscription","SHIB","-0.20000000","Binance Earn"
"999677164","2025-03-05 18:42:59","Spot","Simple Earn Flexible Subscription","ETH","-3E-8","Binance Earn"
"999677164","2025-03-05 18:42:59","Spot","Simple Earn Flexible Subscription","DOGS","-0.01000000","Binance Earn"
"999677164","2025-03-05 18:43:00","Spot","Simple Earn Flexible Subscription","PEPE","-0.21000000","Binance Earn"
"999677164","2025-03-05 18:43:00","Spot","Simple Earn Flexible Subscription","DOGE","-4E-8","Binance Earn"
"999677164","2025-03-05 18:50:00","Spot","Simple Earn Flexible Subscription","LAYER","-1E-8","Binance Earn"
"999677164","2025-03-05 19:13:25","Spot","Simple Earn Flexible Redemption","BTC","2.6E-7","Binance Earn"
"999677164","2025-03-05 19:13:48","Spot","Simple Earn Flexible Redemption","DOGS","0.01000000","Binance Earn"
"999677164","2025-03-05 19:14:00","Spot","Simple Earn Flexible Redemption","SHIB","0.20000000","Binance Earn"
"999677164","2025-03-05 19:14:09","Spot","Simple Earn Flexible Redemption","ETH","3E-8","Binance Earn"
"999677164","2025-03-05 19:14:18","Spot","Simple Earn Flexible Redemption","USDT","6E-8","Binance Earn"
"999677164","2025-03-05 19:14:25","Spot","Simple Earn Flexible Redemption","DOGE","4E-8","Binance Earn"
"999677164","2025-03-05 19:14:41","Spot","Simple Earn Flexible Redemption","LAYER","1E-8","Binance Earn"
"999677164","2025-03-05 19:14:53","Spot","Simple Earn Flexible Redemption","AVA","1.4E-7","Binance Earn"
"999677164","2025-03-05 19:15:08","Spot","Simple Earn Flexible Redemption","PEPE","0.21000000","Binance Earn"
"999677164","2025-03-05 19:15:50","Spot","Binance Convert","BTC","-2.6E-7",""
"999677164","2025-03-05 19:15:50","Spot","Binance Convert","USDT","0.02332477",""
"999677164","2025-03-05 19:17:05","Spot","Binance Convert","ETH","0.00001047",""
"999677164","2025-03-05 19:17:06","Spot","Binance Convert","USDT","-0.02332400",""
"999677164","2025-03-05 22:35:31","Spot","Binance Convert","GPS","0.37965725",""
"999677164","2025-03-05 22:35:32","Spot","Binance Convert","ETH","-0.00001050",""
"999677164","2025-03-05 22:36:01","Spot","Binance Convert","ETH","0.00001035",""
"999677164","2025-03-05 22:36:01","Spot","Binance Convert","GPS","-0.37965725",""
"999677164","2025-03-05 22:39:32","Spot","Binance Convert","ETH","-0.00001035",""
"999677164","2025-03-05 22:39:32","Spot","Binance Convert","BTC","2.5E-7",""
"999677164","2025-03-05 22:43:53","Spot","Binance Convert","BTC","-2.5E-7",""
"999677164","2025-03-05 22:43:53","Spot","Binance Convert","USDT","0.02239680",""
"999677164","2025-03-05 22:44:20","Spot","Binance Convert","ETH","0.00000999",""
"999677164","2025-03-05 22:44:21","Spot","Binance Convert","USDT","-0.02239700",""
"999677164","2025-03-05 22:45:07","Spot","Binance Convert","ETH","-0.00000999",""
"999677164","2025-03-05 22:45:07","Spot","Binance Convert","USDT","0.02218477",""
"999677164","2025-03-05 22:46:18","Spot","Binance Convert","ETH","0.00000988",""
"999677164","2025-03-05 22:46:19","Spot","Binance Convert","USDT","-0.02218540",""
"999677164","2025-03-05 22:46:45","Spot","Binance Convert","BTC","2.4E-7",""
"999677164","2025-03-05 22:46:46","Spot","Binance Convert","ETH","-0.00000988",""
"999677164","2025-03-05 22:48:07","Spot","Transfer Between Main and Funding Wallet","BTC","-2.4E-7",""
"999677164","2025-03-05 22:48:08","Funding","Transfer Between Main and Funding Wallet","BTC","2.4E-7",""
"999677164","2025-03-05 22:48:27","Spot","Transfer Between Main and Funding Wallet","SHIB","-0.20000000",""
"999677164","2025-03-05 22:48:28","Funding","Transfer Between Main and Funding Wallet","SHIB","0.20000000",""
"999677164","2025-03-05 22:48:44","Funding","Transfer Between Main and Funding Wallet","DOGS","0.01000000",""
"999677164","2025-03-05 22:48:44","Spot","Transfer Between Main and Funding Wallet","DOGS","-0.01000000",""
"999677164","2025-03-05 22:48:56","Funding","Transfer Between Main and Funding Wallet","AVA","1.4E-7",""
"999677164","2025-03-05 22:48:56","Spot","Transfer Between Main and Funding Wallet","AVA","-1.4E-7",""
"999677164","2025-03-05 22:49:06","Funding","Transfer Between Main and Funding Wallet","LAYER","1E-8",""
"999677164","2025-03-05 22:49:06","Spot","Transfer Between Main and Funding Wallet","LAYER","-1E-8",""
"999677164","2025-03-05 22:49:40","Spot","Transfer Between Main and Funding Wallet","DOGE","-4E-8",""
"999677164","2025-03-05 22:49:40","Funding","Transfer Between Main and Funding Wallet","DOGE","4E-8",""
"999677164","2025-03-05 22:52:44","Spot","Transfer Between Main and Funding Wallet","PEPE","-0.21000000",""
"999677164","2025-03-05 22:52:45","Funding","Transfer Between Main and Funding Wallet","PEPE","0.21000000",""
"999677164","2025-03-05 22:53:34","Funding","Transfer Between Main and Funding Wallet","BTC","-2.4E-7",""
"999677164","2025-03-05 22:53:34","Spot","Transfer Between Main and Funding Wallet","BTC","2.4E-7",""
"999677164","2025-03-05 22:54:31","Spot","Transfer Between Main and Funding Wallet","BTC","-2.4E-7",""
"999677164","2025-03-05 22:54:31","Funding","Transfer Between Main and Funding Wallet","BTC","2.4E-7",""
"999677164","2025-03-05 22:54:46","Spot","Transfer Between Main and Funding Wallet","SHIB","0.20000000",""
"999677164","2025-03-05 22:54:47","Funding","Transfer Between Main and Funding Wallet","SHIB","-0.20000000",""
"999677164","2025-03-05 22:55:21","Spot","Transfer Between Main and Funding Wallet","PEPE","0.21000000",""
"999677164","2025-03-05 22:55:21","Funding","Transfer Between Main and Funding Wallet","PEPE","-0.21000000",""
"999677164","2025-03-05 22:55:43","Spot","Transfer Between Main and Funding Wallet","LAYER","1E-8",""
"999677164","2025-03-05 22:55:43","Funding","Transfer Between Main and Funding Wallet","LAYER","-1E-8",""
"999677164","2025-03-05 22:55:59","Spot","Transfer Between Main and Funding Wallet","DOGE","4E-8",""
"999677164","2025-03-05 22:56:00","Funding","Transfer Between Main and Funding Wallet","DOGE","-4E-8",""
"999677164","2025-03-05 22:56:17","Spot","Transfer Between Main and Funding Wallet","AVA","1.4E-7",""
"999677164","2025-03-05 22:56:18","Funding","Transfer Between Main and Funding Wallet","AVA","-1.4E-7",""
"999677164","2025-03-05 22:59:13","Funding","Binance Convert","BTC","-2.4E-7",""
"999677164","2025-03-05 22:59:13","Funding","Binance Convert","AVAX","0.00099744",""
"999677164","2025-03-05 23:00:25","Funding","Binance Convert","AVAX","-0.00099744",""
"999677164","2025-03-05 23:00:25","Funding","Binance Convert","USDT","0.02144865",""
"999677164","2025-03-05 23:00:54","Spot","Transfer Between Main and Funding Wallet","USDT","0.02140000",""
"999677164","2025-03-05 23:00:54","Funding","Transfer Between Main and Funding Wallet","USDT","-0.02140000",""
"999677164","2025-03-05 23:01:02","Spot","Binance Convert","AVAX","0.00098024",""
"999677164","2025-03-05 23:01:03","Spot","Binance Convert","USDT","-0.02140000",""
"999677164","2025-03-05 23:10:29","Spot","Transfer Between Main and Funding Wallet","USDT","0.00004865",""
"999677164","2025-03-05 23:10:29","Funding","Transfer Between Main and Funding Wallet","USDT","-0.00004865",""
"999677164","2025-03-05 23:13:11","Spot","Binance Convert","AVAX","-0.00098024",""
"999677164","2025-03-05 23:13:11","Spot","Binance Convert","KAITO","0.01170377",""
"999677164","2025-03-05 23:13:35","Spot","Binance Convert","USDT","0.02091412",""
"999677164","2025-03-05 23:13:36","Spot","Binance Convert","KAITO","-0.01170377",""
"999677164","2025-03-05 23:13:53","Spot","Binance Convert","KAITO","0.01158210",""
"999677164","2025-03-05 23:13:54","Spot","Binance Convert","USDT","-0.02096000",""
"999677164","2025-03-06 03:45:42","Spot","Simple Earn Flexible Subscription","USDT","-0.00000277","Binance Earn"
"999677164","2025-03-06 03:45:43","Spot","Simple Earn Flexible Subscription","AVA","-1.4E-7","Binance Earn"
"999677164","2025-03-06 03:46:05","Spot","Simple Earn Flexible Subscription","DOGE","-4E-8","Binance Earn"
"999677164","2025-03-06 03:46:05","Spot","Simple Earn Flexible Subscription","SHIB","-0.20000000","Binance Earn"
"999677164","2025-03-06 03:46:06","Spot","Simple Earn Flexible Subscription","PEPE","-0.21000000","Binance Earn"
"999677164","2025-03-06 03:53:08","Spot","Simple Earn Flexible Subscription","LAYER","-1E-8","Binance Earn"
"999677164","2025-03-06 03:54:22","Spot","Simple Earn Flexible Subscription","KAITO","-0.01158210","Binance Earn"
"999677164","2025-03-06 05:12:31","Spot","Simple Earn Flexible Redemption","KAITO","0.01158242","Binance Earn"
"999677164","2025-03-06 05:12:49","Spot","Simple Earn Flexible Redemption","SHIB","0.20000000","Binance Earn"
"999677164","2025-03-06 05:13:08","Spot","Simple Earn Flexible Redemption","USDT","0.00000277","Binance Earn"
"999677164","2025-03-06 05:27:58","Spot","Binance Convert","USDT","0.02047175",""
"999677164","2025-03-06 05:27:58","Spot","Binance Convert","KAITO","-0.01158242",""
"999677164","2025-03-06 05:28:22","Spot","Binance Convert","USDT","-0.02047000",""
"999677164","2025-03-06 05:28:22","Spot","Binance Convert","KAITO","0.01147068",""
"999677164","2025-03-06 05:29:52","Spot","Binance Convert","MEME","6.37707070",""
"999677164","2025-03-06 05:29:53","Spot","Binance Convert","KAITO","-0.01147068",""
"999677164","2025-03-06 05:31:08","Spot","Binance Convert","USDT","0.02014028",""
"999677164","2025-03-06 05:31:09","Spot","Binance Convert","MEME","-6.37707070",""
"999677164","2025-03-06 05:35:26","Spot","Binance Convert","KAITO","0.01133754",""
"999677164","2025-03-06 05:35:27","Spot","Binance Convert","USDT","-0.02014000",""
"999677164","2025-03-06 05:38:56","Funding","Transfer Between Main and Funding Wallet","SHIB","0.20000000",""
"999677164","2025-03-06 05:38:56","Spot","Transfer Between Main and Funding Wallet","SHIB","-0.20000000",""
"999677164","2025-03-06 05:39:15","Spot","Transfer Between Main and Funding Wallet","USDT","-0.00000480",""
"999677164","2025-03-06 05:39:16","Funding","Transfer Between Main and Funding Wallet","USDT","0.00000480",""
"999677164","2025-03-06 05:42:40","Spot","Transfer Between Main and Funding Wallet","USDT","0.00000480",""
"999677164","2025-03-06 05:42:41","Funding","Transfer Between Main and Funding Wallet","USDT","-0.00000480",""
"999677164","2025-03-06 05:52:13","Spot","Binance Convert","SOLV","0.47839576",""
"999677164","2025-03-06 05:52:14","Spot","Binance Convert","KAITO","-0.01133754",""
"999677164","2025-03-06 05:55:42","Spot","Binance Convert","SOLV","-0.47839576",""
"999677164","2025-03-06 05:55:42","Spot","Binance Convert","USDC","0.01945914",""
"999677164","2025-03-06 05:58:08","Spot","Binance Convert","USDT","0.01938987",""
"999677164","2025-03-06 05:58:09","Spot","Binance Convert","USDC","-0.01945914",""
"999677164","2025-03-06 06:01:16","Spot","Binance Convert","USDT","-0.01939000",""
"999677164","2025-03-06 06:01:16","Spot","Binance Convert","GPS","0.31946518",""
"999677164","2025-03-06 06:06:38","Spot","Binance Convert","USDT","0.01878751",""
"999677164","2025-03-06 06:06:38","Spot","Binance Convert","GPS","-0.31946518",""
"999677164","2025-03-06 06:09:32","Spot","Binance Convert","USDT","-0.01879000",""
"999677164","2025-03-06 06:09:32","Spot","Binance Convert","DEXE","0.00100790",""
"999677164","2025-03-06 06:32:29","Spot","Transfer Between Main and Funding Wallet","USDT","-0.00000218",""
"999677164","2025-03-06 06:32:30","Funding","Transfer Between Main and Funding Wallet","USDT","0.00000218",""
"999677164","2025-03-06 06:33:51","Spot","Transfer Between Main and Funding Wallet","DEXE","-0.00100790",""
"999677164","2025-03-06 06:33:52","Funding","Transfer Between Main and Funding Wallet","DEXE","0.00100790",""
"999677164","2025-03-06 06:34:25","Funding","Binance Convert","ADA","0.01935955",""
"999677164","2025-03-06 06:34:25","Funding","Binance Convert","DEXE","-0.00100790",""
"999677164","2025-03-06 06:35:06","Spot","Transfer Between Main and Funding Wallet","USDT","0.00000218",""
"999677164","2025-03-06 06:35:07","Funding","Transfer Between Main and Funding Wallet","USDT","-0.00000218",""
"999677164","2025-03-06 06:36:21","Spot","Transfer Between Main and Funding Wallet","USDT","-0.00000218",""
"999677164","2025-03-06 06:36:22","Funding","Transfer Between Main and Funding Wallet","USDT","0.00000218",""
"999677164","2025-03-06 06:38:31","Funding","Transfer Between Main and Funding Wallet","SHIB","-0.20000000",""
"999677164","2025-03-06 06:38:31","Spot","Transfer Between Main and Funding Wallet","SHIB","0.20000000",""
"999677164","2025-03-06 06:39:39","Spot","Simple Earn Flexible Redemption","LAYER","1E-8","Binance Earn"
"999677164","2025-03-06 06:39:52","Spot","Simple Earn Flexible Redemption","PEPE","0.21000000","Binance Earn"
"999677164","2025-03-06 06:40:18","Spot","Simple Earn Flexible Redemption","DOGE","4E-8","Binance Earn"
"999677164","2025-03-06 06:41:48","Funding","Binance Convert","USDT","0.01804327",""
"999677164","2025-03-06 06:41:48","Funding","Binance Convert","ADA","-0.01935955",""
"999677164","2025-03-06 06:43:11","Spot","Transfer Between Main and Funding Wallet","USDT","0.01804000",""
"999677164","2025-03-06 06:43:12","Funding","Transfer Between Main and Funding Wallet","USDT","-0.01804000",""
"999677164","2025-03-06 06:43:29","Spot","Transfer Between Main and Funding Wallet","USDT","-0.01804000",""
"999677164","2025-03-06 06:43:30","Funding","Transfer Between Main and Funding Wallet","USDT","0.01804000",""
"999677164","2025-03-06 06:43:39","Funding","Binance Convert","ADA","0.01903586",""
"999677164","2025-03-06 06:43:39","Funding","Binance Convert","USDT","-0.01804000",""
"999677164","2025-03-06 06:47:06","Spot","Transfer Between Main and Funding Wallet","USDT","0.00000545",""
"999677164","2025-03-06 06:47:07","Funding","Transfer Between Main and Funding Wallet","USDT","-0.00000545",""
"999677164","2025-03-06 06:48:38","Spot","Transfer Between Main and Funding Wallet","DOGS","0.01000000",""
"999677164","2025-03-06 06:48:39","Funding","Transfer Between Main and Funding Wallet","DOGS","-0.01000000",""
"999677164","2025-03-06 06:50:06","Spot","Transfer Between Main and Funding Wallet","ADA","0.01903586",""
"999677164","2025-03-06 06:50:06","Funding","Transfer Between Main and Funding Wallet","ADA","-0.01903586",""
"999677164","2025-03-06 06:51:10","Spot","Binance Convert","USDT","0.01776410",""
"999677164","2025-03-06 06:51:10","Spot","Binance Convert","ADA","-0.01903586",""
"999677164","2025-03-06 06:52:00","Spot","Binance Convert","DOT","0.00384325",""
"999677164","2025-03-06 06:52:01","Spot","Binance Convert","USDT","-0.01776955",""
"999677164","2025-03-06 06:52:46","Spot","Binance Convert","DOT","-0.00384325",""
"999677164","2025-03-06 06:52:46","Spot","Binance Convert","AVAX","0.00079691",""
"999677164","2025-03-06 06:53:29","Spot","Binance Convert","AVAX","-0.00079691",""
"999677164","2025-03-06 06:53:29","Spot","Binance Convert","USDT","0.01736914",""
"999677164","2025-03-06 06:54:34","Funding","Transfer Between Main and Funding Wallet","USDT","0.01736914",""
"999677164","2025-03-06 06:54:34","Spot","Transfer Between Main and Funding Wallet","USDT","-0.01736914",""
"999677164","2025-03-06 06:54:42","Funding","Binance Convert","ADA","0.01831473",""
"999677164","2025-03-06 06:54:42","Funding","Binance Convert","USDT","-0.01736000",""
"999677164","2025-03-06 06:55:29","Spot","Transfer Between Main and Funding Wallet","USDT","0.00000900",""
"999677164","2025-03-06 06:55:30","Funding","Transfer Between Main and Funding Wallet","USDT","-0.00000900",""
"999677164","2025-03-06 06:56:47","Spot","Transfer Between Main and Funding Wallet","USDT","1.4E-7",""
"999677164","2025-03-06 06:56:48","Funding","Transfer Between Main and Funding Wallet","USDT","-1.4E-7",""
"999677164","2025-03-06 06:57:05","Spot","Simple Earn Flexible Redemption","AVA","1.4E-7","Binance Earn"
"999677164","2025-03-06 06:57:25","Funding","Transfer Between Main and Funding Wallet","ADA","-0.01831473",""
"999677164","2025-03-06 06:57:25","Spot","Transfer Between Main and Funding Wallet","ADA","0.01831473",""
"999677164","2025-03-06 06:59:00","Spot","Transfer Between Main and Funding Wallet","USDT","-0.00000914",""
"999677164","2025-03-06 06:59:01","Funding","Transfer Between Main and Funding Wallet","USDT","0.00000914",""
"999677164","2025-03-06 06:59:26","Spot","Transfer Between Main and Funding Wallet","SHIB","-0.20000000",""
"999677164","2025-03-06 06:59:27","Funding","Transfer Between Main and Funding Wallet","SHIB","0.20000000",""
"999677164","2025-03-06 07:00:12","Spot","Transfer Between Main and Funding Wallet","SHIB","0.20000000",""
"999677164","2025-03-06 07:00:13","Funding","Transfer Between Main and Funding Wallet","SHIB","-0.20000000",""
"999677164","2025-03-06 07:00:45","Spot","Transfer Between Main and Funding Wallet","SHIB","-0.20000000",""
"999677164","2025-03-06 07:00:46","Funding","Transfer Between Main and Funding Wallet","SHIB","0.20000000",""
"999677164","2025-03-06 07:01:35","Spot","Transfer Between Main and Funding Wallet","ADA","-0.01831473",""
"999677164","2025-03-06 07:01:36","Funding","Transfer Between Main and Funding Wallet","ADA","0.01831473",""
"999677164","2025-03-06 07:01:52","Funding","Transfer Between Main and Funding Wallet","USDT","-0.00000900",""
"999677164","2025-03-06 07:01:52","Spot","Transfer Between Main and Funding Wallet","USDT","0.00000900",""
"999677164","2025-03-06 07:02:09","Funding","Binance Convert","ADA","-0.01831473",""
"999677164","2025-03-06 07:02:09","Funding","Binance Convert","USDT","0.01716488",""
"999677164","2025-03-06 07:02:16","Spot","Transfer Between Main and Funding Wallet","USDT","0.01716500",""
"999677164","2025-03-06 07:02:17","Funding","Transfer Between Main and Funding Wallet","USDT","-0.01716500",""
"999677164","2025-03-06 07:02:40","Spot","Transfer Between Main and Funding Wallet","USDT","-0.01717400",""
"999677164","2025-03-06 07:02:41","Funding","Transfer Between Main and Funding Wallet","USDT","0.01717400",""
"999677164","2025-03-06 07:02:49","Funding","Binance Convert","USDT","-0.01717400",""
"999677164","2025-03-06 07:02:49","Funding","Binance Convert","MEME","5.46088457",""
"999677164","2025-03-06 07:04:41","Spot","Transfer Between Main and Funding Wallet","USDT","2E-8",""
"999677164","2025-03-06 07:04:42","Funding","Transfer Between Main and Funding Wallet","USDT","-2E-8",""
"999677164","2025-03-06 07:07:31","Funding","Binance Convert","USDT","0.01699225",""
"999677164","2025-03-06 07:07:31","Funding","Binance Convert","MEME","-5.46088457",""
"999677164","2025-03-06 07:07:47","Funding","Transfer Between Main and Funding Wallet","USDT","-0.01698998",""
"999677164","2025-03-06 07:07:47","Spot","Transfer Between Main and Funding Wallet","USDT","0.01698998",""
"999677164","2025-03-06 07:07:53","Spot","Binance Convert","USDT","-0.01699000",""
"999677164","2025-03-06 07:07:53","Spot","Binance Convert","ADA","0.01781266",""
"999677164","2025-03-06 07:08:18","Spot","Transfer Between Main and Funding Wallet","USDT","0.00000200",""
"999677164","2025-03-06 07:08:18","Funding","Transfer Between Main and Funding Wallet","USDT","-0.00000200",""
"999677164","2025-03-06 07:11:14","Spot","Transfer Between Main and Funding Wallet","USDT","2.7E-7",""
"999677164","2025-03-06 07:11:14","Funding","Transfer Between Main and Funding Wallet","USDT","-2.7E-7",""
"999677164","2025-03-06 07:15:56","Spot","Transfer Between Main and Funding Wallet","SHIB","0.20000000",""
"999677164","2025-03-06 07:15:57","Funding","Transfer Between Main and Funding Wallet","SHIB","-0.20000000",""
"999677164","2025-03-06 08:06:26","Spot","Transfer Between Main and Funding Wallet","ADA","-0.01781266",""
"999677164","2025-03-06 08:06:27","Funding","Transfer Between Main and Funding Wallet","ADA","0.01781266",""
"999677164","2025-03-06 08:06:49","Funding","Binance Convert","ADA","-0.01781266",""
"999677164","2025-03-06 08:06:49","Funding","Binance Convert","USDT","0.01665599",""
"999677164","2025-03-06 08:07:07","Funding","Transfer Between Main and Funding Wallet","USDT","-0.01664773",""
"999677164","2025-03-06 08:07:07","Spot","Transfer Between Main and Funding Wallet","USDT","0.01664773",""
"999677164","2025-03-06 08:08:07","Spot","Transfer Between Main and Funding Wallet","USDT","-0.01665000",""
"999677164","2025-03-06 08:08:08","Funding","Transfer Between Main and Funding Wallet","USDT","0.01665000",""
"999677164","2025-03-06 08:08:13","Funding","Binance Convert","USDT","-0.01665000",""
"999677164","2025-03-06 08:08:13","Funding","Binance Convert","KAITO","0.00962297",""
"999677164","2025-03-06 08:09:12","Funding","Transfer Between Main and Funding Wallet","KAITO","-0.00962297",""
"999677164","2025-03-06 08:09:12","Spot","Transfer Between Main and Funding Wallet","KAITO","0.00962297",""
"999677164","2025-03-06 08:10:34","Spot","Transfer Between Main and Funding Wallet","USDT","0.00000826",""
"999677164","2025-03-06 08:10:35","Funding","Transfer Between Main and Funding Wallet","USDT","-0.00000826",""
"999677164","2025-03-06 08:38:52","Funding","Transfer Between Main and Funding Wallet","USDT","0.00000826",""
"999677164","2025-03-06 08:38:52","Spot","Transfer Between Main and Funding Wallet","USDT","-0.00000826",""
"999677164","2025-03-06 08:41:26","Spot","Transfer Between Main and Funding Wallet","SHIB","-0.20000000",""
"999677164","2025-03-06 08:41:27","Funding","Transfer Between Main and Funding Wallet","SHIB","0.20000000",""
"999677164","2025-03-06 08:42:13","Funding","Transfer Between Main and Funding Wallet","USDT","-0.00000826",""
"999677164","2025-03-06 08:42:13","Spot","Transfer Between Main and Funding Wallet","USDT","0.00000826",""
"999677164","2025-03-06 08:44:26","Funding","Transfer Between Main and Funding Wallet","KAITO","0.00962297",""
"999677164","2025-03-06 08:44:26","Spot","Transfer Between Main and Funding Wallet","KAITO","-0.00962297",""
"999677164","2025-03-06 08:44:40","Funding","Binance Convert","KAITO","-0.00962297",""
"999677164","2025-03-06 08:44:40","Funding","Binance Convert","USDT","0.01639124",""
"999677164","2025-03-06 08:44:58","Funding","Transfer Between Main and Funding Wallet","USDT","-0.01638174",""
"999677164","2025-03-06 08:44:58","Spot","Transfer Between Main and Funding Wallet","USDT","0.01638174",""
"999677164","2025-03-06 08:45:15","Funding","Transfer Between Main and Funding Wallet","USDT","0.01639000",""
"999677164","2025-03-06 08:45:15","Spot","Transfer Between Main and Funding Wallet","USDT","-0.01639000",""
"999677164","2025-03-06 08:45:21","Funding","Binance Convert","ADA","0.01707537",""
"999677164","2025-03-06 08:45:21","Funding","Binance Convert","USDT","-0.01639000",""
"999677164","2025-03-06 08:48:05","Funding","Transfer Between Main and Funding Wallet","USDT","-0.00000950",""
"999677164","2025-03-06 08:48:05","Spot","Transfer Between Main and Funding Wallet","USDT","0.00000950",""
"999677164","2025-03-06 08:49:02","Funding","Transfer Between Main and Funding Wallet","ADA","-0.01707537",""
